Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment
2,2010-11-19,1956739.17,0,50.81,2.77,211.55,8.16
2,2010-11-26,2658725.29,1,62.98,2.74,211.41,8.16
2,2010-12-03,2015781.27,0,49.33,2.71,211.27,8.16
2,2010-12-10,2378726.55,0,45.50,2.84,211.12,8.16
2,2010-12-17,2609166.75,0,47.55,2.87,211.06,8.16
2,2010-12-24,3436007.68,0,49.97,2.89,211.06,8.16
2,2010-12-31,1750434.55,1,47.30,2.94,211.06,8.16
2,2011-01-07,1758050.79,0,44.69,2.98,211.06,8.03
2,2011-01-14,1744193.58,0,33.02,2.98,211.12,8.03
2,2011-01-21,1751384.90,0,41.40,3.02,211.49,8.03
2,2011-01-28,1695371.68,0,42.83,3.01,211.86,8.03
2,2011-02-04,1929346.23,0,38.25,2.99,212.22,8.03
2,2011-02-11,2168041.61,1,33.19,3.02,212.59,8.03
2,2011-02-18,2080884.82,0,57.83,3.05,212.90,8.03
2,2011-02-25,1833511.08,0,60.80,3.07,213.19,8.03
2,2011-03-04,1981607.78,0,57.77,3.29,213.48,8.03
2,2011-03-11,1879107.31,0,52.70,3.46,213.76,8.03
2,2011-03-18,1902557.66,0,62.32,3.49,214.02,8.03
2,2011-03-25,1766162.05,0,69.42,3.47,214.25,8.03
2,2011-04-01,1800171.36,0,55.43,3.52,214.49,7.93
2,2011-04-08,1847552.61,0,67.00,3.62,214.73,7.93
2,2011-04-15,1856467.84,0,69.48,3.74,214.94,7.93
2,2011-04-22,1886339.60,0,69.39,3.81,215.11,7.93
2,2011-04-29,1745545.28,0,69.21,3.81,215.28,7.93
2,2011-05-06,1837743.60,0,61.48,3.91,215.44,7.93
2,2011-05-13,1838513.07,0,74.61,3.90,215.61,7.93
2,2011-05-20,1688281.86,0,67.14,3.91,215.38,7.93
2,2011-05-27,1797732.56,0,76.42,3.79,215.15,7.93
2,2011-06-03,1933756.21,0,83.07,3.70,214.93,7.93
2,2011-06-10,1929153.16,0,83.40,3.65,214.70,7.93
2,2011-06-17,1953771.99,0,86.53,3.64,214.65,7.93
2,2011-06-24,1790925.80,0,85.17,3.59,214.74,7.93
2,2011-07-01,1866243.00,0,85.69,3.52,214.84,7.85
2,2011-07-08,1853161.99,0,87.70,3.48,214.93,7.85
2,2011-07-15,1785187.29,0,89.83,3.58,215.01,7.85
2,2011-07-22,1743816.41,0,89.34,3.65,215.07,7.85
2,2011-07-29,1680693.06,0,90.07,3.68,215.14,7.85
2,2011-08-05,1876704.26,0,93.34,3.68,215.20,7.85
2,2011-08-12,1812768.26,0,91.58,3.64,215.26,7.85
2,2011-08-19,1844094.59,0,89.86,3.55,215.32,7.85
2,2011-08-26,1821139.91,0,90.45,3.52,215.39,7.85
2,2011-09-02,1809119.70,0,89.64,3.53,215.45,7.85
2,2011-09-09,1748000.65,1,77.97,3.55,215.51,7.85
2,2011-09-16,1691439.52,0,78.85,3.53,215.69,7.85
2,2011-09-23,1669299.78,0,75.58,3.47,216.03,7.85
2,2011-09-30,1650394.44,0,78.14,3.36,216.36,7.85
2,2011-10-07,1837553.43,0,69.92,3.29,216.70,7.44
2,2011-10-14,1743882.19,0,71.67,3.27,217.00,7.44
2,2011-10-21,1834680.25,0,64.53,3.35,217.17,7.44
2,2011-10-28,1769296.25,0,65.87,3.37,217.33,7.44
2,2011-11-04,1959707.90,0,55.53,3.33,217.49,7.44
2,2011-11-11,1920725.15,0,59.33,3.30,217.65,7.44
2,2011-11-18,1902762.50,0,62.01,3.31,217.87,7.44
2,2011-11-25,2614202.30,1,56.36,3.24,218.11,7.44
2,2011-12-02,1954952.00,0,48.74,3.17,218.36,7.44
2,2011-12-09,2290549.32,0,41.76,3.16,218.61,7.44
2,2011-12-16,2432736.52,0,50.13,3.16,218.82,7.44
2,2011-12-23,3224369.80,0,46.66,3.11,219.00,7.44
2,2011-12-30,1874226.52,1,44.57,3.13,219.18,7.44
2,2012-01-06,1799520.14,0,46.75,3.16,219.36,7.06
2,2012-01-13,1744725.48,0,45.99,3.26,219.53,7.06
2,2012-01-20,1711769.11,0,51.70,3.27,219.63,7.06
2,2012-01-27,1660906.14,0,50.50,3.29,219.72,7.06
2,2012-02-03,1935299.94,0,55.21,3.36,219.81,7.06
2,2012-02-10,2103322.68,1,46.98,3.41,219.90,7.06
2,2012-02-17,2196688.46,0,43.82,3.51,220.07,7.06
2,2012-02-24,1861802.70,0,54.63,3.56,220.28,7.06
2,2012-03-02,1952555.66,0,58.79,3.63,220.49,7.06
2,2012-03-09,1937628.26,0,57.11,3.67,220.70,7.06
2,2012-03-16,1976082.13,0,63.68,3.73,220.85,7.06
2,2012-03-23,1790439.16,0,64.01,3.79,220.92,7.06
2,2012-03-30,1857480.84,0,66.83,3.85,221.00,7.06
2,2012-04-06,2129035.91,0,68.43,3.89,221.07,6.89
2,2012-04-13,1935869.10,0,68.08,3.89,221.15,6.89
2,2012-04-20,1847344.45,0,65.69,3.88,221.20,6.89
2,2012-04-27,1764133.09,0,67.20,3.81,221.26,6.89
2,2012-05-04,1923957.09,0,76.73,3.75,221.31,6.89
2,2012-05-11,1917520.99,0,73.87,3.69,221.36,6.89
2,2012-05-18,2000940.67,0,71.27,3.63,221.38,6.89
2,2012-05-25,1912791.09,0,78.19,3.56,221.38,6.89
2,2012-06-01,1910092.37,0,78.38,3.50,221.39,6.89
2,2012-06-08,2010216.49,0,78.69,3.45,221.39,6.89
2,2012-06-15,1962924.30,0,80.56,3.39,221.40,6.89
2,2012-06-22,1887733.21,0,81.04,3.35,221.44,6.89
2,2012-06-29,1881046.12,0,86.32,3.29,221.48,6.89
2,2012-07-06,2041507.40,0,84.20,3.23,221.52,6.57
2,2012-07-13,1830075.13,0,80.17,3.26,221.56,6.57
2,2012-07-20,1819666.46,0,83.23,3.31,221.57,6.57
2,2012-07-27,1757923.88,0,86.37,3.41,221.58,6.57
2,2012-08-03,1946104.64,0,90.22,3.42,221.59,6.57
2,2012-08-10,1866719.96,0,88.55,3.49,221.60,6.57
2,2012-08-17,1928016.01,0,84.79,3.57,221.68,6.57
2,2012-08-24,1876788.15,0,76.91,3.62,221.81,6.57
2,2012-08-31,1947083.30,0,82.64,3.64,221.94,6.57
2,2012-09-07,1898777.07,1,87.65,3.73,222.07,6.57
2,2012-09-14,1814806.63,0,75.88,3.72,222.22,6.57
2,2012-09-21,1829415.67,0,71.09,3.72,222.42,6.57
2,2012-09-28,1746470.56,0,79.45,3.67,222.62,6.57
2,2012-10-05,1998321.04,0,70.27,3.62,222.82,6.17
2,2012-10-12,1900745.13,0,60.97,3.60,223.02,6.17
2,2012-10-19,1847990.41,0,68.08,3.59,223.06,6.17
2,2012-10-26,1834458.35,0,69.79,3.51,223.08,6.17
3,2010-02-05,461622.22,0,45.71,2.57,214.42,7.37
3,2010-02-12,420728.96,1,47.93,2.55,214.57,7.37
3,2010-02-19,421642.19,0,47.07,2.51,214.62,7.37
3,2010-02-26,407204.86,0,52.05,2.56,214.65,7.37
3,2010-03-05,415202.04,0,53.04,2.63,214.68,7.37
3,2010-03-12,384200.69,0,63.08,2.67,214.70,7.37
3,2010-03-19,375328.59,0,60.42,2.72,214.53,7.37
3,2010-03-26,359949.27,0,57.06,2.73,214.32,7.37
3,2010-04-02,423294.40,0,65.56,2.72,214.12,7.34
3,2010-04-09,415870.28,0,68.00,2.77,213.91,7.34
3,2010-04-16,354993.26,0,66.98,2.81,213.77,7.34
3,2010-04-23,339976.65,0,67.87,2.80,213.72,7.34
3,2010-04-30,361248.39,0,70.24,2.78,213.67,7.34
3,2010-05-07,399323.86,0,73.47,2.84,213.62,7.34
3,2010-05-14,384357.94,0,77.18,2.85,213.62,7.34
3,2010-05-21,343763.17,0,75.81,2.83,213.91,7.34
3,2010-05-28,350089.23,0,78.60,2.76,214.20,7.34
3,2010-06-04,396968.80,0,78.53,2.71,214.50,7.34
3,2010-06-11,355017.09,0,82.10,2.67,214.79,7.34
3,2010-06-18,364076.85,0,83.52,2.64,214.79,7.34
3,2010-06-25,357346.48,0,83.79,2.65,214.67,7.34
3,2010-07-02,381151.72,0,82.20,2.67,214.55,7.35
3,2010-07-09,349214.18,0,81.75,2.64,214.43,7.35
3,2010-07-16,352728.78,0,84.32,2.62,214.42,7.35
3,2010-07-23,352864.49,0,83.32,2.61,214.56,7.35
3,2010-07-30,347955.05,0,82.04,2.64,214.70,7.35
3,2010-08-06,402635.76,0,85.13,2.63,214.83,7.35
3,2010-08-13,339597.38,0,86.74,2.69,214.97,7.35
3,2010-08-20,351728.21,0,88.02,2.66,214.93,7.35
3,2010-08-27,362134.09,0,86.15,2.62,214.89,7.35
3,2010-09-03,366473.97,0,84.16,2.58,214.85,7.35
3,2010-09-10,352260.97,1,80.84,2.57,214.81,7.35
3,2010-09-17,363064.64,0,82.36,2.58,214.83,7.35
3,2010-09-24,355626.87,0,76.90,2.62,214.91,7.35
3,2010-10-01,358784.10,0,73.60,2.60,214.98,7.56
3,2010-10-08,395107.35,0,66.99,2.63,215.06,7.56
3,2010-10-15,345584.39,0,69.71,2.72,215.13,7.56
3,2010-10-22,348895.98,0,71.64,2.73,215.18,7.56
3,2010-10-29,348591.74,0,72.04,2.72,215.23,7.56
3,2010-11-05,423175.56,0,62.94,2.69,215.28,7.56
3,2010-11-12,386635.03,0,62.79,2.73,215.33,7.56
3,2010-11-19,372545.32,0,57.72,2.77,215.21,7.56
3,2010-11-26,565567.84,1,68.71,2.74,215.06,7.56
3,2010-12-03,476420.77,0,53.76,2.71,214.92,7.56
3,2010-12-10,467642.03,0,51.13,2.84,214.77,7.56
3,2010-12-17,498159.39,0,52.20,2.87,214.70,7.56
3,2010-12-24,605990.41,0,57.16,2.89,214.70,7.56
3,2010-12-31,382677.76,1,53.20,2.94,214.70,7.56
3,2011-01-07,378241.34,0,53.35,2.98,214.70,7.55
3,2011-01-14,381061.10,0,44.76,2.98,214.75,7.55
3,2011-01-21,350876.70,0,50.74,3.02,215.13,7.55
3,2011-01-28,364866.24,0,48.71,3.01,215.51,7.55
3,2011-02-04,438516.53,0,45.95,2.99,215.89,7.55
3,2011-02-11,430526.21,1,43.57,3.02,216.27,7.55
3,2011-02-18,432782.10,0,61.58,3.05,216.58,7.55
3,2011-02-25,397211.19,0,67.40,3.07,216.88,7.55
3,2011-03-04,437084.51,0,65.11,3.29,217.17,7.55
3,2011-03-11,404753.30,0,61.29,3.46,217.47,7.55
3,2011-03-18,392109.51,0,69.47,3.49,217.72,7.55
3,2011-03-25,380683.67,0,72.94,3.47,217.97,7.55
3,2011-04-01,374556.08,0,68.76,3.52,218.21,7.57
3,2011-04-08,384075.31,0,72.55,3.62,218.46,7.57
3,2011-04-15,366250.69,0,75.88,3.74,218.68,7.57
3,2011-04-22,391860.04,0,76.91,3.81,218.85,7.57
3,2011-04-29,367405.40,0,78.69,3.81,219.02,7.57
3,2011-05-06,413042.12,0,69.45,3.91,219.20,7.57
3,2011-05-13,386312.68,0,79.87,3.90,219.37,7.57
3,2011-05-20,364603.13,0,75.79,3.91,219.13,7.57
3,2011-05-27,369350.60,0,84.41,3.79,218.89,7.57
3,2011-06-03,394507.84,0,84.29,3.70,218.64,7.57
3,2011-06-10,391638.75,0,84.84,3.65,218.40,7.57
3,2011-06-17,403423.34,0,86.96,3.64,218.36,7.57
3,2011-06-24,385520.71,0,84.94,3.59,218.45,7.57
3,2011-07-01,368962.72,0,85.10,3.52,218.55,7.57
3,2011-07-08,395146.24,0,85.38,3.48,218.64,7.57
3,2011-07-15,373454.33,0,87.14,3.58,218.73,7.57
3,2011-07-22,360617.37,0,86.19,3.65,218.79,7.57
3,2011-07-29,345381.29,0,88.07,3.68,218.84,7.57
3,2011-08-05,409981.25,0,88.45,3.68,218.90,7.57
3,2011-08-12,380376.85,0,88.88,3.64,218.96,7.57
3,2011-08-19,379716.91,0,88.44,3.55,219.02,7.57
3,2011-08-26,366367.55,0,87.67,3.52,219.09,7.57
3,2011-09-02,375988.69,0,89.12,3.53,219.15,7.57
3,2011-09-09,377347.49,1,81.72,3.55,219.21,7.57
3,2011-09-16,375629.51,0,83.63,3.53,219.40,7.57
3,2011-09-23,365248.94,0,80.19,3.47,219.74,7.57
3,2011-09-30,368477.93,0,82.58,3.36,220.09,7.57
3,2011-10-07,403342.40,0,75.54,3.29,220.43,7.20
3,2011-10-14,368282.57,0,73.75,3.27,220.75,7.20
3,2011-10-21,394976.36,0,69.03,3.35,220.91,7.20
3,2011-10-28,389540.62,0,71.04,3.37,221.08,7.20
3,2011-11-04,459443.22,0,59.31,3.33,221.25,7.20
3,2011-11-11,407764.25,0,61.70,3.30,221.41,7.20
3,2011-11-18,398838.97,0,63.91,3.31,221.64,7.20
3,2011-11-25,556925.19,1,68.00,3.24,221.90,7.20
3,2011-12-02,472511.32,0,54.97,3.17,222.16,7.20
3,2011-12-09,468772.80,0,49.26,3.16,222.42,7.20
3,2011-12-16,510747.62,0,57.95,3.16,222.64,7.20
3,2011-12-23,551221.21,0,53.41,3.11,222.83,7.20
3,2011-12-30,410553.88,1,48.29,3.13,223.01,7.20
3,2012-01-06,398178.21,0,52.42,3.16,223.19,6.83
3,2012-01-13,367438.62,0,51.86,3.26,223.38,6.83
3,2012-01-20,365818.61,0,56.20,3.27,223.47,6.83
3,2012-01-27,349518.10,0,58.06,3.29,223.56,6.83
3,2012-02-03,424960.66,0,59.33,3.36,223.66,6.83
3,2012-02-10,473292.47,1,51.65,3.41,223.75,6.83
3,2012-02-17,475591.08,0,52.39,3.51,223.92,6.83
3,2012-02-24,418925.47,0,60.12,3.56,224.13,6.83
3,2012-03-02,469752.56,0,61.65,3.63,224.35,6.83
3,2012-03-09,445162.05,0,60.71,3.67,224.56,6.83
3,2012-03-16,411775.80,0,64.00,3.73,224.72,6.83
3,2012-03-23,413907.25,0,66.53,3.79,224.79,6.83
3,2012-03-30,407488.84,0,69.36,3.85,224.87,6.83
3,2012-04-06,503232.13,0,73.01,3.89,224.94,6.66
3,2012-04-13,420789.74,0,72.83,3.89,225.01,6.66
3,2012-04-20,434822.13,0,72.05,3.88,225.07,6.66
3,2012-04-27,394616.11,0,73.39,3.81,225.12,6.66
3,2012-05-04,439913.57,0,79.51,3.75,225.18,6.66
3,2012-05-11,431985.36,0,75.19,3.69,225.24,6.66
3,2012-05-18,418112.76,0,72.38,3.63,225.25,6.66
3,2012-05-25,413701.29,0,78.58,3.56,225.25,6.66
3,2012-06-01,432268.53,0,81.55,3.50,225.25,6.66
3,2012-06-08,446336.80,0,81.65,3.45,225.25,6.66
3,2012-06-15,442074.79,0,84.66,3.39,225.26,6.66
3,2012-06-22,419497.95,0,82.70,3.35,225.31,6.66
3,2012-06-29,422965.33,0,86.42,3.29,225.35,6.66
3,2012-07-06,411206.50,0,83.14,3.23,225.39,6.33
3,2012-07-13,416913.10,0,82.28,3.26,225.43,6.33
3,2012-07-20,432424.85,0,81.38,3.31,225.44,6.33
3,2012-07-27,389427.90,0,84.94,3.41,225.45,6.33
3,2012-08-03,419990.29,0,86.55,3.42,225.46,6.33
3,2012-08-10,391811.60,0,85.85,3.49,225.47,6.33
3,2012-08-17,394918.83,0,87.36,3.57,225.56,6.33
3,2012-08-24,412449.67,0,83.01,3.62,225.69,6.33
3,2012-08-31,408838.73,0,85.18,3.64,225.83,6.33
3,2012-09-07,408229.73,1,84.99,3.73,225.97,6.33
3,2012-09-14,407589.16,0,78.36,3.72,226.11,6.33
3,2012-09-21,414392.09,0,72.78,3.72,226.32,6.33
3,2012-09-28,389813.02,0,77.46,3.67,226.52,6.33
